Quel chroniqueur TV se plaint sans cesse de la malbouffe;Jean-Pierre Coffe
Nom donné autrefois à la région côtière d'Afrique comprise entre l'estuaire de la Casamance et celui du Gabon. Cette région est baignée en partie par le golfe de Guinée, qui s'étend de la Côte-d'Ivoire à l'Ogooué (Gabon).;Guinee
(Quincy) Sixième président des Etats-Unis de 1825 à 1829 (1767-1848).;Adams
(Clément) Ingénieur français (1841-1925). Inventeur de nombreuses techniques dans le domaine de l'électricité, il est surtout connu comme étant l'un des pères de l'aviation. Il réalise en 1890 le premier soulèvement d'un aéroplane plus lourd que l'air (Eole I), et en 1897 le premier vol sur un aérop;Ader
Fondateur en 1899 de la Fiat, entreprise de construction automobile turinoise.;Agnelli
(Ahmadou) Homme d'Etat camerounais (1924 - 1989). Il fut président de la république du Cameroun de 1960 à 1982. On lui doit, en particulier, un référendum portant sur la constitution d'un Etat unitaire. Il fut également à l'origine de la mise en service du Transcam (réseau ferré long de 622 km relia;Ahidjo
Pilote de l'US-Airforce et astronaute de la NASA, né à Montclair, New Jersey (Etats-Unis) le 20 janvier 1930. Commandant du vol «Eagle», il est le deuxième homme à avoir mis le pied sur la Lune après Neil Armstrong.;Aldrin
(Salvador) Homme politique chilien (1908-1973). Président du Chili en 1970, il trouva la mort lors d'un putsch militaire dirigé par le général Pinochet le 11 septembre 1973.;Allende
Physicien et mathématicien français. Particulièrement précoce. Il étudia l'action des courants électriques sur les aimants et l'action mutuelle des courants, créant ainsi l'électrodynamique et ouvrant la voie à de nombreuses inventions.;Ampere
(Youri) Homme politique soviétique (1914-1984). Avant de rejoindre le parti communiste en 1939, il fut tour à tour télégraphiste, projectionniste et technicien en navigation fluviale. Pendant la Seconde Guerre mondiale, il fut envoyé en Carélie par Staline. Il occupa la présidence du KGB de 1967 à 1;Andropov
(Nicolas) Inventeur et industriel français (1749-1841). On lui doit l'invention, en 1905, du procédé qui porte son nom, destiné à la conservation des aliments.;Appert
(Yasser) Chef du mouvement de résistance palestinienne al-Fatah depuis 1967, président de l'OLP depuis 1969 (né en 1929). Depuis 1989, il assure les fonctions de premier président de l'Etat indépendant de Palestine. Il s'occupe de diriger depuis 1994 l'administration autonome de Gaza et de Jéricho. ;Arafat
Ecrivain français. D'abord dadaïste, puis surréaliste, il vint ensuite à une écriture plus traditionnelle. Il adhéra au parti communiste en 1927, s'engagea dans la Résistance et dirigea les Lettres françaises de 1953 à leur disparition.;Aragon
L'un des 3 Mousquetaires. Homme d'intrigues à la psychologie plus complexe que ses compagnons d'armes, il personnifie l'astuce et la capacité de se tirer d'embarras.;Aramis
Personnage principal du Malade imaginaire (1673) de Molière.;Argan
Philosophe grec. Fils du médecin Nicomaque, disciple de Platon, précepteur d'Alexandre le Grand, puis fondateur du Lycée, ou école péripatéticienne. Ses écrits couvrent tout le savoir de l'époque, comme en témoignent les principaux titres de ses oeuvres.;Aristote
Personnage comique. Souvent un clown ou un pitre endimanché.;Arlequin
(George) Physicien anglais (1746 ­ 1807). Inventeur de la machine qui porte son nom et qui permet de mesurer le déplacement vertical des masses, de vérifier la loi fondamentale de la dynamique.;Atwood
(Karl, baron von Welsbach) Chimiste autrichien (1858 ­ 1929). Inventeur du manchon de lampe à gaz qui porte son nom.;Auer
(Vincent) Homme d'Etat français (1884-1966). Socialiste, il fut ministre des Finances du Front populaire, puis le premier président de la Quatrième République.;Auriol
(Charles) Mathématicien et inventeur anglais (1792-1871). En 1847-1849, il conçoit la «machine différentielle», une machine à calculer dirigée par un programme, mécanique et numérique, qu'il laisse inachevée faute de moyens techniques. On prête à la mathématicienne anglaise Ada (comtesse Lovelace), ;Babbage
(Pietro) Maréchal italien (1871-1956). Commandant l'armée italienne dans la guerre d'Ethiopie, il devint président du Conseil en 1943 après la chute de Mussolini et conclut l'armistice avec les Alliés.;Badoglio
(John Logie) Ingénieur et physicien écossais (1888 ­ 1946). Il fut l'un des inventeurs de la télévision, dont il fit une première démonstration en 1926. Il expérimenta également la télévision en couleurs (1928) et en relief (1946).;Baird
(Edouard) Homme politique français affilié au RPR (né en 1929). Ministre des Finances pendant la première cohabitation de 1986 à 1988, il est nommé Premier Ministre par François Mitterrand, après la victoire des partis conservateurs RPR et UDF aux élections législatives de 1993. Il a donné son nom à;Balladur
(Pierre) Créateur de haute couture (1914-1982), surnommé «le couturier des reines», célèbre pour ses robes de bal très élaborées, ses robes de cocktail ajustées et tailleurs, destinés à une clientèle aristocratique. Ambassadeur de la haute couture française dès l'après-guerre, il fait preuve, dans l;Balmain
Chirurgien sud-africain, auteur en 1967 de la première transplantation cardiaque. Le patient ne survécut que 18 jours mais l'ère nouvelle de la chirurgie moderne était ouverte.;Barnard
(Raymond) Economiste et homme politique français né en 1924. Vice-président de la Commission des C.É.E. (1966-1973), il fut le promoteur du système monétaire européen. Premier ministre et ministre de l'Économie et des Finances de 1976 à 1981, il mit en oeuvre une politique d'austérité.;Barre
Aviatrice française (1898-1952), elle a battu plusieurs records internationaux de distance et de durée.;Bastie
(Nicolas) Tapissier et marchand français (XIVe siècle), il exécute la célèbre série des pièces de l'Apocalypse de saint Jean, sur commande du prince Louis Ier d'Anjou. On estime que les soixante-neuf remarquables tapisseries encore conservées ont été réalisées vers 1380.;Bataille
(Fulgencio) Homme politique cubain (1901-1973). Président de la République de Cuba de 1940 à 1944, et à partir de 1952, où, totalement inféodé économiquement aux Etats-Unis, il exerça une véritable dictature. Il fut renversé par Fidel Castro en 1959.;Batista
Personnage de bande dessinée, justicier masqué inventé par Bob Kane.;Batman
(Émile) Ingénieur français (1845 ­ 1903). Inventeur du premier appareil télégraphique imprimant (1874).;Baudot
Dit «le Chevalier sans peur et sans reproche». Homme de guerre français qui se couvrit de gloire pendant les guerres menées par Charles VIII, Louis XII et François Ier en Italie.;Bayard
Romancier français originaire d'Angers, célèbre notamment pour son premier livre Vipère au poing (1948), roman de la mauvaise mère, qui fut un des plus gros best-sellers de l'après-guerre.;Bazin
(Menahem) Homme politique israélien (1913-1992). Chef du Likoud (parti nationaliste), Premier Ministre de 1977 à 1983, il obtint avec le président égyptien Sadate le prix Nobel de la paix en 1978. Ils signèrent un traité de paix entre leurs deux pays en 1979.;Begin
(Graham) Physicien américain d'origine écossaise (1847-1922). Il inventa le téléphone en 1876. Beaucoup d'inventeurs ont travaillé sur le principe de la transmission de la voix humaine, mais il fut le premier à réellement l'appliquer. Il commença par perfectionner le télégraphe: il inventa le «télég;Bell
Ingénieur allemand qui construisit en 1885 la première voiture à trois roues.;Benz
(Jean) Ingénieur français (1917 ­ 1975). Inventeur de l'aérotrain.;Bertin
C'est le véritable nom de l'écrivain français Stendhal (1783-1842);Beyle
(William) Ingénieur des mines anglais (1774 ­ 1834). Inventeur du cordeau Bickford, mèche fusante contenant de la poudre noire pour mettre à feu un explosif à distance.;Bickford
Aviateur et constructeur d'avions français. Il réalisa la première traversée de la Manche à bord d'un monoplan.;Bleriot
(Jean-Bedel) Homme d'Etat centrafricain (1921-1996). Militaire dans l'armée française, puis colonel dans la République centrafricaine indépendante, il renverse par un coup d'Etat, en 1966, David Dacko et devient président à vie avant de se couronner empereur en 1977. Il est renversé avec l'aide du g;Bokassa
Aventurier américain qui colonisa, notamment, le Kentucky. F. Cooper s'inspira de son personnage.;Boone
Chimiste et industriel allemand. Il réalisa la synthèse industrielle de l'ammoniac.;Bosch
(le) Roman de cape et d'épée de P. Féval (1858). Son héros, Lagardère, s'y déguise pour démasquer l'assassin de Philippe de Nevers.;Bossu
(Sébastien) Statisticien et administrateur français (1764 ­ 1853). Il publia le premier annuaire statistique français (Annuaire statistique du Bas-Rhin, an VI), puis édita l'Almanach du commerce de Paris, l'ancêtre de l'Almanach Didot-Bottin.;Bottin
(Charles) Inventeur français (1829 ­ 1912). Il créa le premier téléphone (1854).;Bourseul
(Edouard) Physicien français (1844-1940). Il créa, en 1890, le radioconducteur, ou le cohéreur à limaille, permettant la réception des signaux de télégraphie sans fil.;Branly
(Karl) Physicien allemand (1850-1918). Inventeur du tube électronique, appelé aussi tube cathodique. Prix Nobel en 1909.;Braun
(Abraham Louis) Horloger (1747 ­ 1823). Inventeur de montres à remontoir automatique et à usage astronomique.;Breguet
(Leonid) Homme politique soviétique (1906-1982). Premier secrétaire du parti communiste (1964-1982), président du Praesidium du Soviet suprême (1977-1982). Tout en dotant l'URSS d'une puissance militaire impressionnante, il mena une politique de détente avec les Occidentaux, réservant aux pays de la;Brejnev
(Aristide) Homme politique français de la IIIe République (1862-1932). Il fut 23 fois ministre et 11 fois président du conseil entre 1906 et 1932. Partisan de la réconciliation franco-allemande, il conclut le Pacte de Locarno avec l'Allemagne en 1925, anima la SDN et obtint le prix Nobel de la paix ;Briand
(Dan) Il est l'inventeur du premier tableur, VisiCalc. L'idée émergea alors qu'il était encore étudiant à Harvard Business School. Concepteur de l'interface, il laissera à son partenaire, Bob Frankston, le soin d'écrire le programme. Ce produit va révolutionner le monde des ordinateurs de bureau.;Bricklin
(Robert Wilhelm) Chimiste et physicien allemand (1811 ­ 1899). Inventeur de divers appareils (piles, brûleur appelé bec Bunsen, etc.) et, surtout, de la première méthode d'analyse spectrale des éléments (avec Kirchhoff).;Bunsen
(Joseph) Homme politique français (1863-1944). Ministre des Finances de Clemenceau, il établit l'impôt sur le revenu.;Caillaux
Surnom d'Hugues Ier, fondateur de la dynastie capétienne. Ce nom désigna officiellement Louis XVI après l'abolition de la monarchie (1792).;Capet
Médecin italien, il est l'inventeur d'un système de suspension à l'intérieur duquel un corps suspendu conserve la même position, y compris en cas de mouvements ou d'oscillations de son support.;Cardan
(Pierre) Créateur de mode, né en Italie en 1922. A la fin de la guerre, il réalise les costumes du film La Belle et la Bête de Jean 3;Cardin
(Sadi) Homme politique français (1837-1894). Président de la République française en 1887, il fut assassiné à Lyon par l'anarchiste italien Caserio.;Carnot
(Jimmy) Homme politique américain né en 1924. Candidat démocrate, il bat Gerald Ford, en nov. 1976, et devient le trente-neuvième président des États-Unis. L'affaire des otages de l'ambassade américaine à Téhéran entraîne son échec face à R. Reagan lors des élections présidentielles de 1980.;Carter
Nom du chef du gouvernement cubain. Il arrive à Cuba en 1956 avec quelques-uns de ses partisans, dont Che Guevara, et mène une guérilla contre le gouvernement Batista.;Castro
Astronome suédois qui eut l'idée de la graduation centésimale du thermomètre.;Celsius
(Gabrielle Bonheur, dite Coco) Couturière française (1883 ­ 1971). Elle fonda en 1914 une maison de couture, qui fut fermée en 1939 et qu'elle rouvrit en 1954, et a promu une élégance sobre et pratique. Elle fut aussi mécène et créatrice de parfums et de bijoux.;Chanel
Ingénieur français, il créa le procédé qui permet de communiquer à distance;Chappe
(Jean Antoine Claude) Chimiste et homme politique français (1756-1832). Inventeur de la «chaptalisation» des vins (addition de sucre durant la fermentation de la vendange pour augmenter le degré d'alcool). Il fut à l'origine du développement de l'industrie chimique en France et fonda la première éco;Chaptal
Industriel français, pionnier de l'automobile. En 1900, en  collaboration avec Walker, il réalise une voiture à transmission par courroie.;Chenard
(Antoine de) Mathématicien français (1718-1798). Il mit au point la formule (portant son nom) permettant le calcul de la vitesse d'écoulement d'un fluide. Egalement ingénieur, il travailla avec Jean Rodolphe Perronet sur certaines réalisations architecturales, telles que le pont du Tréport ou celui ;Chezy
(Jacques) Homme politique français né en 1932. En 1976, il transforme l'U.D.R. en Rassemblement pour la République (R.P.R.), qu'il préside. Le 7 mai 1995, il est élu président de la République.;Chirac
Homme politique et orateur romain. Consul en 63, il déjoua la conjuration de Catalina, et posa dans ses discours et ses écrits les règles de la prose latine.;Ciceron
Ingénieur et industriel français. En produisant des modèles de voitures populaires (notamment la 2 CV), il contribua à l'essor de l'industrie automobile en France.;Citroen
Poète et dramaturge français. Etudiant à Paris, il connaît la révélation le jour de Noël 1886 au pied d'un pilier de Notre-Dame de Paris.;Claudel
Successeur de George Bush, il est élu président des Etats-Unis en novembre 1992.;Clinton
Fils de Childéric 1er, il crée le royaume franc;Clovis
Célèbre chef indien de la tribu apache Chiricahua (1812-1874). Bien qu'il souhaitait la paix avec les Blancs (ceux-ci l'accusèrent à tort d'avoir kidnappé un enfant de 12 ans, Félix Tellez), il ne put empêcher le déclenchement de la guerre des Apaches. Il entreprit avec Géronimo l'unification du peu;Cochise
Aviateur français. Il disparut avec Nungesser, lors d'une tentative de traversée de l'Atlantique nord.;Coli
(Nicolas Jacques) Chimiste français (1755-1805). Inventeur de la fameuse mine de graphite du crayon à papier.  Le crayon qui porte son nom est apparu en 1794. Le procédé de fabrication consistait alors en un mélange d'argile et de graphite préalablement pulvérisé et cuit.;Conte
(Calvin) Homme politique américain (1872-1933). Président des Etats-Unis de 1923 à 1929, à l'époque de la grande croissance économique du pays.  Il remplaça Warren Harding, décédé en 1923, et fut élu un an plus tard. En juin 1924, il accorda la citoyenneté à l'ensemble de la population indienne.;Coolidge
Enfant martyr des Misérables.;Cosette
(Thomas Russel) Ingénieur britannique (1816-1888). Inventeur en 1847 d'une locomotive à vapeur capable d'atteindre les 110 km/h.  Les principales caractéristiques de cette machine reposaient sur le grand diamètre de ses roues motrices et sur son centre de gravité particulièrement bas. Elle apparut e;Crampton
(Bettino) Homme politique italien (né en 1934). Président du Conseil (ou Premier Ministre) entre 1983 et 1987, date à laquelle il démissionna de ses fonctions. En décembre 1992, il fut mis en examen dans le cadre de l'opération «mains propres» lancée en février de la même année contre la corruption ;Craxi
(Seymour) Pionnier américain de l'informatique (1925-1996). Il a créé plusieurs lignées de super-ordinateurs. Il fréquenta le mathématicien John von Neumann, considéré comme l'un des pères de l'informatique. En 1963, il crée le CDC 6600, capable de traiter trois millions d'opérations à la seconde.;Cray
Femme politique française. Sous la présidence de François Mitterrand, elle devient la première femme Premier Ministre de l'histoire de France.;Cresson
Dernier roi de Lydie vers 550 avant J.-C., dont la richesse est devenue proverbiale. Il fut battu par Cyrus II le Grand sur l'Halys.;Cresus
(Francesco) Homme politique italien (1818-1901). Proche de Garibaldi, président du Conseil (Premier Ministre) à deux reprises entre 1887 et 1891, puis entre 1893 et 1896. Opposé à la France, il donna son accord en 1887 pour renouveler la Triplice. Il tenta également, avec le soutien d'Humbert Ier, d;Crispi
Ingénieur français, inventeur en 1771, du célèbre fardier, le premier véhicule à vapeur et à trois roues, destiné au transport de charges lourdes.;Cugnot
Né au début du VIIe siècle  et mort vers 638, il est le fils de Clotaire II. Il dirige l'Austrasie, royaume situé à l'est et qui avait Metz pour capitale.;Dagobert
(Gottlieb) Ingénieur allemand (1834 ­ 1900). Il est l'inventeur d'un moteur léger fonctionnant au gaz de pétrole, qui favorisa le développement de l'industrie automobile.;Daimler
(Victor Alexis Désiré) Jurisconsulte français (1795 ­ 1869). Il créa avec son frère Armand, la maison d'édition qui publie le Répertoire de législation, de doctrine et de jurisprudence générale et de nombreux ouvrages de droit.;Dalloz
(John) Physicien et chimiste anglais (1766 ­ 1844). Un des créateurs de la théorie atomique, il étudia la maladie appelée, depuis, daltonisme.;Dalton
Ecrivain français. Auteur de romans policiers, et notamment des nombreuses enquêtes du commissaire San-Antonio.;Dard
Ecrivain français, connu pour ses nouvelles et contes humoristiques qui ont pour cadre la Provence (les Lettres de mon moulin, Tartarin de Tarascon).;Daudet
(Melvil) Bibliographe américain  (1851 ­ 1931). Il est l'inventeur du système décimal de classification des livres et des périodiques.;Dewey
(Paul) Homme politique français (1857-1932). Président de la République en 1931, il fut assassiné par un Russe blanc, Gorgulov.;Doumer
Héros sanguinaire de contes populaires roumains, ce personnage inspira plus tard à l'écrivain irlandais Bram Stoker un type de vampire aristocrate demeuré célèbre.;Dracula
Il inventa en 1817 le premier véhicule à deux roues: la draisienne, ancêtre de la bicyclette.;Drais
(John Boyd) Vétérinaire et inventeur écossais (1840 ­ 1921). Il réalisa le premier pneumatique (1888).;Dunlop
Romancier, essayiste et polémiste français né en 1920. Au bon beurre, satire des profiteurs pendant l'Occupation allemande, lui vaut la célébrité en 1952.;Dutourd
(George) Inventeur américain (1854 ­ 1932). Il est connu pour ses travaux sur les pellicules photographiques. Fondateur de la firme Eastman Kodak Company (1892).;Eastman
Il a inventé le phonographe, lequel appareil enregistre et reproduit les sons et la voix.;Edison
Dessinateur et caricaturiste français, à l'humour poétique et satirique.;Effel
Physicien et mathématicien allemand. Il a édifié une théorie générale de l'Univers, la relativité, qui s'est imposée pour expliquer de nombreux phénomènes observés à l'échelle atomique ou astronomique: relativité restreinte (1905), relativité généralisée (1916). La relation E = mc², qui donne l'équi;Einstein
Roi d'Israël, mort en 885 ou 876 av. J.-C. Il fut assassiné par un de ses généraux, Zimri, qui usurpa le trône.;Ela
(John) Ingénieur américain d'origine suédoise (1803 ­ 1889). Inventeur d'une machine à vapeur, d'un propulseur à hélice et d'une machine à air chaud.;Ericsson
Fabuliste grec dont les écrits ont été adaptés par les fabulistes depuis la Renaissance.;Esope
Mathématicien grec. Fondateur de l'école d'Alexandrie, il rassembla en un seul ouvrage (Eléments de géométrie) toutes les connaissances acquises en géométrie plane à son époque, ainsi que ses propres découvertes. Il a développé la méthode axiomatique, fondée sur la nécessité d'admettre certaines pro;Euclide
Seconde femme de Juan Peron, ancien président de l'Argentine. C'est également le nom d'un film interprété par Madonna et Antonio Banderas.;Evita
(Laurent) Homme politique français né en 1946. Premier ministre de juillet 1984 à mars 1986.;Fabius
(Edgar) Juriste, historien et homme politique français (1908 ­1988). Radical-socialiste, il fit partie sous la IVe République de divers gouvernements et fut par deux fois président du Conseil (1952 et 1955-1956). Sous la Ve République, s'étant rapproché du courant gaulliste, il fut trois fois minist;Faure
Physicien italien. Auteur de nombreux travaux de physique nucléaire. Il réalisa à Chicago en 1942 la première pile atomique.;Fermi
(Enrico) Criminaliste et homme politique italien (1856 ­ 1929). Un des fondateurs de la criminologie moderne.;Ferri
Bactériologiste écossais à qui l'on doit la découverte de la pénicilline au cours de travaux sur la grippe.;Fleming
Industriel américain. Il organisa le premier la production en série des voitures automobiles et préconisa la normalisation des pièces. Son influence sur l'expansion de l'industrie automobile fut considérable.;Ford
(Léon) Physicien et astronome français (1819-1868). Il détermina la vitesse de la lumière dans l'air et dans l'eau et prouva le mouvement de rotation de la Terre. Il inventa en 1852 le gyroscope.;Foucault
(Henri de) Inventeur français (1911 ­ 1986). Il a mis au point un système de télévision à haute définition d'image (819 lignes) adopté par le gouvernement français en 1948. Il est également l'inventeur du procédé SECAM de télévision en couleurs.;France
(Benjamin) Homme d'Etat américain (1706-1790). Scientifique, imprimeur et écrivain. Il édita à Philadelphie la Pennsylvania Gazette, inventa le paratonnerre et fut l'un des auteurs de la Déclaration d'indépendance en 1776.;Franklin
(Célestin) Pédagogue français (1896 ­ 1966). Inventeur de techniques éducatives fondées sur l'expression libre, le travail par groupes, etc.;Freinet
(Augustin-Jean) Physicien français (1788-1827). Il inventa la lentille qui porte son nom, qui permet, grâce à ses sillons circulaires, de rassembler la lumière (d'un fanal par exemple) en un faisceau.;Fresnel
Psychiatre autrichien, père de la psychanalyse.;Freud
Aviateur et cosmonaute soviétique. Il fut le premier homme à effectuer un vol spatial.;Gagarine
Personnage du «cycle breton», il est l'un des chevaliers à la recherche du Graal dans la légende du roi Arthur.;Galaad
Physicien, mathématicien et astronome italien (1564 ­ 1642). Fondateur de la science expérimentale. Il établit les lois du pendule, découvrit les anneaux de Saturne et les satellites de Jupiter, inventa le thermomètre. Il proclama que la Terre tournait autour du Soleil, en contradiction avec la théo;Galilee
Mathématicien français, tué en duel à vingt et un ans (dans des circonstances obscures), qui appliqua la théorie des groupes à  la résolution des équations algébriques.;Galois
(Indira) Femme politique indienne, fille de Nehru (1917 ­ 1984). Premier ministre de 1966 à 1977, elle entreprit des réformes à l'intérieur, se lança dans une politique de grandeur (guerre contre le Pakistan, développement de la force nucléaire, etc.) et s'octroya des pouvoirs d'exception pour lutte;Gandhi
Personnage de la Chanson de Roland. Beau-père du héros, il le trahit, et cet acte, demeuré proverbial, provoqua la mort de Roland.;Ganelon
Aviateur français. Pionnier de l'aviation, il réussit la traversée de la Méditerranée. Il mourut dans un combat aérien.;Garros
Il est le président de la société Microsoft, qu'il a fondée en 1975.;Gates
(Charles de) Général, homme politique français (1890 ­ 1970). À la tête d'une division cuirassée en 1940, puis sous-secrétaire d'État à la Guerre dans le cabinet P. Reynaud, il refusa l'armistice et partit pour Londres, d'où il lança un appel à la résistance le 18 juin 1940.;Gaulle
(Théophile) Poète et romancier français (1811-1872). Il assista, vêtu d'un gilet rouge provoquant, à la première représentation du drame romantique Hernani de Victor Hugo. Défenseur de l'art pour l'art, il appartient au groupe des poètes Parnassiens. Parmi ses romans les plus célèbres: Mademoiselle ;Gautier
(Hans) Physicien allemand (1882-1945). Inventeur du compteur qui porte son nom et qui est utilisé pour la détection des rayonnements corpusculaires.;Geiger
Roman de Zola (1885), le 13e de la série des Rougon-Macquart, terrible épopée d'une mine de charbon à la fin du XIXe siècle.;Germinal
(Josiah Willard) Physicien américain (1839-1903). Il réalisa des travaux sur l'équilibre dans les systèmes hétérogènes. Il établit la loi des phases.;Gibbs
(André) Ecrivain français (1869-1951) influencé à ses débuts par les symbolistes. Communiste, il lutte contre le fascisme et rejoint le général De Gaulle en 1943 à Londres. Il crée la Nouvelle Revue Française en 1909, et reçoit le prix Nobel de littérature en 1947.;Gide
(Jean) Ecrivain français (1895-1970). Aucun de ses romans n'échappe à son enracinement provençal: Regain (1930), Que ma joie demeure (1935), le Hussard sur le toit (1951).;Giono
(Philippe de) Industriel français (1775 ­ 1845). Inventeur d'une machine à filer le lin (1810) qui s'imposa dans toute l'Europe, il fut appelé par le tsar Alexandre Ier en Pologne. Il y monta une filature (1833) et y dirigea l'industrialisation.;Girard
(Hubert de) Créateur de haute couture de réputation internationale (né en 1927). Il a fait ses études à l'école des beaux-arts. Ses vêtements raffinés, à la coupe impeccable, lui valent un grand succès sur le marché américain.;Givenchy
Astronaute américain. Il fut le premier Américain à  effectuer un vol spatial.;Glenn
Inventeur américain. Il découvrit en 1839 la vulcanisation du caoutchouc.;Goodyear
Dessinateur et scénariste français. Il fut un maître de la bande dessinée humoristique, créateur de séries à grand succès: Astérix, Lucky Luke, Iznogoud.;Goscinny
(Marcel) Célèbre auteur de bande dessinée, né en 1934. Après avoir travaillé avec le journal Pilote, il lance en 1973 l'Echo des savanes, en collaboration avec Claire Bretecher et Mandrika. Il fonde par la suite Fluide glacial, dont il est le directeur de publication.;Gotlib
(Edouard) Mathématicien français (1858-1936). On lui doit notamment d'importants travaux de recherche sur le calcul infinitésimal.;Goursat
(George) Horloger anglais (1673-1751). Pionnier de l'astronomie, inventeur notamment de l'échappement à ancre. Ce procédé, utilisé par exemple pour les montres mécaniques, permet d'entretenir les oscillations du balancier. On lui doit également la mise au point du premier «planétaire», une reproduct;Graham
Physicien anglais. Il découvrit l'électrisation par influence et révéla l'existence de corps conducteurs et isolants.;Gray
(James) Mathématicien et opticien écossais (1638 ­ 1675). Inventeur d'un télescope à  réflexion, qui porte son nom.;Gregory
Avocat de formation (1807-1891), il fut le troisième président de la troisième République française;Grevy
(Andrei) Homme politique et diplomate soviétique (1909-1989). Ambassadeur aux Etats-Unis de 1943 à 1946, président du praesidium du Soviet suprême de 1985 à 1988.;Gromyko
Dans sa première aventure, il se réveille Homme-montagne parmi les nains de l'île de Lilliput, où sa trop grande popularité l'expose à la mort.;Gulliver
Astronome anglais. Il découvrit la périodicité des comètes et en 1682, prévit le retour pour 1758 de la comète qui porte son nom (période d'environ soixante-seize ans).;Halley
Dessinateur belge. Créateur du personnage de Tintin.;Herge
(Paul Louis) Chimiste français (1863-1914). Il est l'inventeur du four qui porte son nom et qui est utilisé pour la fusion des métaux à l'arc électrique et du procédé industriel électrolytique d'obtention de l'aluminium.;Heroult
(Edouard) Homme politique et écrivain français (1872-1957), président du parti radical, maire de Lyon de 1905 à 1957, grande figure de la Troisième République, il constitua contre Poincaré le Cartel des gauches qui remporta les élections de 1924. Président du conseil, il fit évacuer la Ruhr et recon;Herriot
Alpiniste et homme politique français. Il vainquit l'Annapurna (1950), avec Lachenal. Successivement haut-commissaire et secrétaire d'État à la Jeunesse et aux Sports de 1958 à 1966.;Herzog
Alpiniste néo-zélandais. Vainqueur de l'Everest (1953), avec le sherpa Tensing.;Hillary
Aviatrice française (1903-1946), elle a relié la France à l'Indochine (Saigon) en 92 heures;Hilsz
Nom donné au plus célèbre des poètes grecs, considéré comme l'auteur de l'Iliade et de l'Odyssée. Toute l'Antiquité crut à son existence, mais on ne sait rien de précis sur sa vie.;Homere
Ecrivain français. Fils d'un général d'Empire, il fait ses études à Paris, au lycée Louis-le-Grand. Entre 1827 et 1830 il s'affirme comme le chef du romantisme. On lui doit les Misérables (en 1862).;Hugo
(Joseph-Marie) Inventeur français (1752-1834) Il a élaboré en 1805 la machine qui porte son nom. C'était un métier à tisser qui produisait des tissus suivant différentes techniques et avec des motifs variés. Il créa les premières cartes perforées pour utiliser plus facilement cette machine complexe.;Jacquard
Homme politique et écrivain français. Député de Carmaux (1893), il fut un des leaders du socialisme français et un brillant orateur. Il fonda le Parti socialiste français (1901), le journal l'Humanité (1904).;Jaures
(Lyndon Baines) Homme politique américain (1908-1973). Vice-président, il succéda à Kennedy après son assassinat en 1963, et fut élu président de 1964 à 1968. Il suscita de vives oppositions en engageant de plus en plus son pays dans la guerre du Viêt Nam.;Johnson
(Alan)Ingénieur américain. Très actif, il fut le découvreur de la programmation orientée objet en 1967 et inspira l'école suédoise du C++. Il fut ensuite l'un des fondateurs du XeroxPARC et participa à l'élaboration du concept de fenêtre, de client/serveur, du protocole Ethernet... Chef du laboratoi;Kay
(Robert)Américain, informaticien et père d'Internet avec Vinton Cerf. Ils travaillèrent tous deux dès 1968 sur le projet ARPAnet.;Khan
(René) Médecin français (1781-1826). Fondateur de la médecine anatomo-clinique, premier utilisateur de l'auscultation et inventeur du stéthoscope (1815).;Laennec
(Henri Désiré) Criminel français (1869 ­ 1922). Assassin de dix femmes et d'un jeune garçon. Condamné à mort et exécuté.;Landru
Homme politique français, président du Conseil de janvier 1931 à janvier 1932 et de nouveau de juin 1935 à janvier 1936. Après la défaite de la France en 1940, il devint vice-président du gouvernement du maréchal Philippe Pétain.;Laval
(Philippe) Ingénieur français (1767 ­ 1804). Inventeur de l'éclairage au gaz (provenant de la distillation du bois).;Lebon
(Albert) Homme politique français (1871-1950). Dernier président de la IIIe République de 1932 à 1940. Il démissionna après le vote des pleins pouvoirs au maréchal Philippe Pétain par l'Assemblée nationale, le I0 juillet 1940.;Lebrun
Il fut président de la République italienne de 1971 à 1978.;Leone
(Pierre) Médecin français (1901-1989). Inventeur du vaccin contre la poliomyélite.;Lepine
(Abraham) Homme politique américain (1809-1865). Seizième président des Etats-Unis de 1860 à 1865. Anti-esclavagiste, son élection amena la sécession des Etats du Sud. Il prit la tête des Etats du Nord avec la presque totalité des pouvoirs, et se rendit célèbre par l'allocution de Gettysburg prônant;Lincoln
(Emile) Homme politique français (1838-1929). Président de la République (1899-1906). Il gracia le capitaine Alfred Dreyfus.;Loubet
Chimiste et industriel français, inventeur du cinématographe et précurseur du septième art.;Lumiere
Roi d'Écosse au règne tragique (1040-1057). Il assassina Duncan Ier et fut tué par Malcom III, le fils de sa victime.;Macbeth
(John) Homme politique britannique conservateur né en 1943. Il succéda à Madame Thatcher au poste de Premier ministre en novembre 1990.;Major
Ecrivain et homme politique français. Homme d'action, il participa aux luttes et aux aventures du monde contemporain. Il fut ministre des Affaires culturelles de 1959 à 1969. Essayiste brillant, il édifia une philosophie de l'art.;Malraux
(Nelson) Homme politique sud-africain (né en 1918). Membre de l'ANC (African National Congress) depuis 1944. Arrêté en 1962, condamné à la détention perpétuelle en 1964 et libéré en février 1990, il a repris ses fonctions de président de l'ANC  et la lutte contre l'apartheid en 1991. Il a obtenu le ;Mandela
